Text,Start Time,Duration
populations is a form of focus,4256.48,1.6
protection,4258.08,1.92
yes well by the way we'll talk about the,4260.0,2.239
focus protection in one segment because,4262.239,2.081
it's such a brilliant idea for this,4264.32,1.68
pandemic of future pandemics i thought,4266.0,2.719
the sociological psychological,4268.719,1.921
discussion about the letter from francis,4270.64,2.4
collins is um,4273.04,2.08
because it was so recent it was been so,4275.12,1.52
troubling to me so i'm glad we talked,4276.64,1.68
about that first,4278.32,1.76
but so the there seems to be,4280.08,3.2
the vaccines work to reduce deaths,4283.28,3.919
and that has especially the most,4287.199,2.48
transformative effects for the older so,4289.679,2.641
can i let you give i've told you one,4292.32,1.44
thing that i got wrong in the panic let,4293.76,1.28
me tell you the second thing i got wrong,4295.04,1.36
for sure in the pandemic,4296.4,1.759
in january of la of this year,4298.159,3.601
2021 i thought that the vaccines would,4301.76,3.52
stop infection,4305.28,2.64
yes right it would would make it so that,4307.92,2.319
you were much less likely to be infected,4310.239,2.241
at all,4312.48,0.96
because the the antibodies that were,4313.44,1.92
produced by the vaccines looked like,4315.36,1.28
they were neutralizing antibodies that,4316.64,1.599
would would essentially block you from,4318.239,1.601
being infected at all,4319.84,2.96
um,4322.8,1.04
that turned out to be wrong,4323.84,2.0
right so i think it became clear,4325.84,3.28
as data came out from israel which,4329.12,2.16
vaccinated very early that they were,4331.28,1.6
seeing surges of infection even in a,4332.88,2.4
very highly vaccinated population,4335.28,2.56
that,4337.84,0.96
that the vaccine does not stop infection,4338.8,2.879
so you're a used car salesman and you're,4341.679,2.721
selling the vaccine,4344.4,1.68
and the features you thought of vaccine,4346.08,1.92
would have i mean i have a similar kind,4348.0,1.44
of sense when the vaccine came out,4349.44,2.16
vaccine would,4351.6,1.92
reduce,4353.52,1.76
if you somehow were able to get it you,4355.28,2.24
would reduce rate of death and all those,4357.52,1.679
kinds of things but it would also reduce,4359.199,2.641
the chance of you,4361.84,1.359
getting it and if you do get it the,4363.199,2.561
chance that you transmitting it to,4365.76,1.6
somebody else,4367.36,1.44
and it turns out that those latter two,4368.8,2.96
things are not as uh definitive or in,4371.76,3.04
fact they're i mean i don't know to,4374.8,1.6
which agree they're not i mean i think,4376.4,1.6
it's it's a little complicated because i,4378.0,1.36
think the first two or three months,4379.36,2.08
after you're fully vaccinated after the,4381.44,1.279
second dose you have,4382.719,3.601
60 70 percent efficacy peak against,4386.32,2.56
infection yeah so uh that which is,4388.88,2.48
pretty good i mean right but by,4391.36,2.24
six seven eight months that drops to 20,4393.6,2.4
percent some places some studies like,4396.0,2.48
there's a study out of sweden suggested,4398.48,1.44
it might even drop to zero but and then,4399.92,2.08
you're also infectious for some period,4402.0,1.84
of time if you do get it even though,4403.84,2.08
you're vaccinated correct although there,4405.92,1.84
seems to be,4407.76,1.2
lucy data that the period of time your,4408.96,1.84
infectious is short it's shorter but the,4410.8,2.16
the infectivity per day is about as high,4412.96,3.44
so you still it's the point is that that,4416.4,2.319
the vaccine might reduce some risk of,4418.719,2.241
infecting others but it's not a,4420.96,1.44
categorical difference,4422.4,2.319
so uh a unvaccine it's not safe to be in,4424.719,4.241
the presence of just vaccinated people,4428.96,2.16
you can still get infected,4431.12,2.64
right so i mean there's a million things,4433.76,2.32
i want to ask here but,4436.08,2.32
is there in some sense because the,4438.4,1.839
vaccine,4440.239,1.361
um,4441.6,1.28
really helps on the worst,4442.88,2.56
part of this pandemic which is killing,4445.44,2.16
people yes,4447.6,1.92
uh doesn't that mean,4449.52,1.84
uh where does the vaccine hesitancy come,4451.36,3.12
from,4454.48,1.04
in terms of it seems like obviously a,4455.52,2.719
vaccine is a powerful solution to let us,4458.239,2.96
open this thing up yeah so i wrote a,4461.199,2.161
wall street journal op-ed with sinatra,4463.36,1.6
gupta in december of last year yes a,4464.96,2.719
very night with a very naive title which,4467.679,2.161
says we can end the lockdowns in a month,4469.84,2.399
and the idea is very simple,4472.239,1.601
vaccinate,4473.84,1.28
all,4475.12,1.44
vulnerable people,4476.56,2.56
and then,4479.12,0.96
open up open up right uh and the idea,4480.08,2.32
was that uh the the lockdown harms this,4482.4,2.24
is related this is directly related to,4484.64,1.28
the great barrington declaration the,4485.92,1.04
great antarctic clergy said the lockdown,4486.96,2.08
harms are devastating,4489.04,2.0
to the population at large,4491.04,2.159
there's this,4493.199,1.361
considerable segment of people that are,4494.56,1.52
vulnerable,4496.08,1.119
protect them well with the vaccine we,4497.199,1.841
have a perfect tool to protect the,4499.04,1.6
vulnerable which is i still believe i,4500.64,2.0
mean is true right you vaccinate the,4502.64,2.88
vulnerable the older population and as,4505.52,2.08
you said there's a tenfold decrease in,4507.6,1.68
the mortality risk,4509.28,1.6
um from getting infected,4510.88,2.16
which is i mean amazing so that was the,4513.04,2.32
strategy we got we outlined what,4515.36,2.0
happened is that the vaccine debate got,4517.36,2.319
transformed so first there's so you're,4519.679,2.081
asking about vaccine hesitance i think,4521.76,1.2
there's there's first there's like,4522.96,1.12
there's there's the inherent,4524.08,2.079
limitations of how to measure vaccine,4526.159,2.401
safety right so we talked about a little,4528.56,1.76
bit about the trial but also after the,4530.32,2.16
trial there's a there's a there's a,4532.48,1.679
mechanism and this is the work i've been,4534.159,2.08
involved with before covet on,4536.239,2.641
on tracking and and identifying and,4538.88,2.799
checking whether the vaccines actually,4541.679,1.761
are safe and the central challenge is,4543.44,1.759
one of causality,4545.199,1.841
so you no longer have the randomized,4547.04,1.44
trial,4548.48,1.92
but but you want to know is the vaccine,4550.4,2.24
when is deployed at scale,4552.64,2.0
causing,4554.64,1.039
adverse events,4555.679,2.081
well you can't just look at people who,4557.76,1.52
are vaccinated and see what adverse,4559.28,1.439
events happen,4560.719,1.201
because you don't know what would have,4561.92,1.12
happened if the person had not been,4563.04,2.08
vaccinated,4565.12,1.76
so you have to have some control group,4566.88,2.88
now what happened is there's several,4569.76,1.68
systems to do to check this in that the,4571.44,2.239
cdc uses one one very very very commonly,4573.679,2.881
known one now is called vares the,4576.56,1.599
vaccine adverse event reporting system,4578.159,2.321
there anyone who has an adverse event,4580.48,2.16
that either either a regular person or a,4582.64,1.84
doctor can just go report look i have,4584.48,2.56
the vaccine and two days later i had a,4587.04,1.44
headache or whatever it is,4588.48,2.16
the person died,4590.64,1.28
a day after the vaccine right um now you,4591.92,2.72
vaccinate that the vaccine was rolled,4594.64,1.519
out to older people first,4596.159,2.481
and older people die sometimes with or,4598.64,2.559
without the vaccine so,4601.199,1.841
sometimes you'll see someone's,4603.04,1.04
vaccinated and a few days later they die,4604.08,2.48
did the vaccine cause it or something,4606.56,1.52
else cause it's really difficult to tell,4608.08,2.079
in order to tell you need a control,4610.159,1.441
group,4611.6,1.84
for that um,4613.44,1.759
there are other systems the fda and cdc,4615.199,2.161
have,4617.36,0.799
uh like there's one called vsd vaccine,4618.159,2.401
safety data link there's another system,4620.56,2.32
called best,4622.88,1.2
uh,4624.08,0.8
i forget the app with the acronym is to,4624.88,2.56
essentially to track uh cohorts of,4627.44,2.719
people,4630.159,1.201
vaccinated versus unvaccinated was as,4631.36,2.879
careful of matching as you can do it's,4634.239,1.44
not randomized but and then c,4635.679,2.641
if you have,4638.32,1.76
safety signals that pop up in the,4640.08,2.639
vaccinated relative to the control group,4642.719,1.921
unvaccinated,4644.64,1.68
um and so that's for instance how the,4646.32,2.8
the the myocarditis risk was picked up,4649.12,2.72
in young young especially young men,4651.84,2.24
it's also how the,4654.08,1.92
higher risk of blood clots in middle age,4656.0,2.96
and older women in with the jnj vaccine,4658.96,2.96
is picked,4661.92,0.92
up there what you have is are situations,4662.84,3.48
where the baseline risk of these,4666.32,2.24
outcomes are so low that if you see them,4668.56,2.88
in the con in the vaccinated arm at all,4671.44,2.56
then it's not hard to understand that,4674.0,1.44
the vaccine did this right,4675.44,1.92
young men should not be having,4677.36,1.52
myocarditis,4678.88,1.6
middle-aged women should not be having,4680.48,1.679
huge blood clots in the brain right um,4682.159,2.08
so when you see that you can say it's,4684.239,1.281
linked now the rates are low so young,4685.52,2.24
men maybe one in five thousand one in,4687.76,2.0
ten thousand of the vaccine of my,4689.76,2.0
vaccine-related myocarditis pericarditis,4691.76,2.56
um young women of middle-aged women i,4694.32,2.879
don't know i don't i'm not sure what the,4697.199,1.681
right number might be but like i'd say,4698.88,1.359
it's like in the you know one in,4700.239,2.0
hundreds of thousands something like,4702.239,1.761
that,4704.0,2.32
so these are rare outcomes but they're,4706.32,1.839
they're they are vaccinating linked,4708.159,1.52
outcomes,4709.679,1.201
how do you deal with that as a messaging,4710.88,2.56
thing i think you just tell people you,4713.44,1.92
tell people here are the risks you,4715.36,1.359
transparently tell them and just you're,4716.719,1.52
not you're not they're so they're not,4718.239,0.96
getting into something that they don't,4719.199,1.121
know,4720.32,0.72
yeah and um don't treat people like,4721.04,3.28
their children and need to be told lies,4724.32,2.879
because they won't understand the full,4727.199,1.681
complexity of the truth uh people i,4728.88,2.64
think are pretty good at um or actually,4731.52,4.56
you know,4736.08,0.96
people with time are good at,4737.04,1.52
understanding data but better than,4738.56,2.08
anything they're uh,4740.64,2.32
they're better at they're extremely good,4742.96,2.4
at detecting arrogance and and,4745.36,3.52
yeah give them either one of those i,4748.88,1.839
mean i'll give you one that's where i,4750.719,1.44
think it's greatly undermined vaccine,4752.159,1.761
has,4753.92,1.04
greatly undermined the demand for the,4754.96,1.199
vaccine is this weird denial that if you,4756.159,3.281
recover from kovid you have extremely,4759.44,2.16
good,4761.6,1.52
immunity both against infection and,4763.12,2.079
actually exchange,4765.199,1.761
and that denial,4766.96,2.239
leads to people distrusting the message,4769.199,2.561
given by like the cdc director for,4771.76,1.68
instance favored the vaccine,4773.44,2.16
right why would you deny a thing that's,4775.6,2.4
such an obvious fact it's like you can,4778.0,1.84
look at the data and it just i mean it,4779.84,2.56
just just pops out at you that people,4782.4,1.6
that are covered recovered,4784.0,1.679
are not getting infected again at very,4785.679,1.441
high rates,4787.12,1.52
much lower rates after these kinds of,4788.64,2.4
conversations um,4791.04,1.84
i'm sure after this com very,4792.88,1.52
conversation i often get uh a number of,4794.4,3.12
messages from joe joe rogan and from sam,4797.52,2.48
harris who to me are people i admire i,4800.0,3.6
think are really intelligent thoughtful,4803.6,1.76
human beings they also have a platform,4805.36,2.96
and i i i believe at least in my mind,4808.32,2.72
about this coveted,4811.04,1.92
set of topics they represent,4812.96,2.8
a group of people,4815.76,3.04
each group has,4819.76,1.919
smart,4821.679,1.601
thoughtful,4823.28,2.32
well-intentioned human beings and i,4825.6,2.48
don't know who is right,4828.08,2.079
but i i do know that they're kind of,4830.159,3.441
tribal a little bit,4833.6,2.0
uh those groups and so,4835.6,3.84
the question i want to ask is like what,4839.52,1.6
do you think about these,4841.12,2.32
uh two,4843.44,1.4
groups and this kind of tension over the,4844.84,3.0
vaccine,4847.84,1.92
that sometimes it just keeps finding,4849.76,1.919
different topics,4851.679,2.321
on which to focus on like whether kids,4854.0,2.08
should get vaccinated or not whether,4856.08,1.92
there should be vaccine mandates or not,4858.0,2.239
which seem to be often very kind of,4860.239,2.0
specific policy kinds of questions right,4862.239,2.641
it's the bigger picture i think it's a,4864.88,2.08
symptom of the distrust that people have,4866.96,1.92
in public health,4868.88,1.44
i think this kind of schism over the the,4870.32,2.879
vaccine does not happen in places where,4873.199,2.081
the public health authorities have been,4875.28,1.439
much more trustworthy,4876.719,1.841
right so you don't see this vaccine,4878.56,1.44
hasn't seen sweden for instance,4880.0,2.48
um,4882.48,1.199
what's happened in the united states is,4883.679,1.921
the vaccine has become,4885.6,3.28
first because of politics but then also,4889.04,1.92
because of the scientific arrogance this,4890.96,2.16
sort of touchstone issue and people line,4893.12,2.559
up on you on both sides of it and the,4895.679,1.761
different language you're hearing,4897.44,2.0
is structured around that so before the,4899.44,2.08
election for instance i did uh,4901.52,2.159
uh i was a i did a testimony in the,4903.679,2.321
house on on measurement of vaccine,4906.0,2.239
safety,4908.239,1.44
and i i was i was invited by the,4909.679,2.161
republicans there were i think uh four,4911.84,1.839
other experts invited by the democrats,4913.679,1.441
or three other experts invited by,4915.12,1.039
democrats,4916.159,1.281
each of whom had a lot of experience in,4917.44,1.759
measuring vaccine safety i was really,4919.199,2.161
surprised to hear them each,4921.36,2.72
doubt whether the fda would do a,4924.08,1.92
reasonable job in assessing vaccine,4926.0,1.6
safety,4927.6,1.039
including by people who have long,4928.639,2.0
records of working with the fda,4930.639,2.161
i mean these are,4932.8,1.68
professionals,4934.48,1.28
great scientists whose main you know,4935.76,2.64
sort of goal in life is to make sure,4938.4,1.44
that safe vaccine that that unsafe,4939.84,2.08
vaccines don't get released into the,4941.92,1.44
world and if they argue they get pulled,4943.36,2.879
and they're casting down on the vaccine,4946.239,2.161
the ability to track vaccine safety,4948.4,2.0
before the election,4950.4,2.88
and then after the election,4953.28,2.8
the the rhetoric switched on a dime,4956.08,2.96
right all of a sudden it's republicans,4959.04,1.76
that are cast as if they're vaccine,4960.8,1.76
hesitant,4962.56,1.2
that kind of political shift,4963.76,2.0
the public notices,4965.76,1.919
if if all it takes is an election to,4967.679,2.241
change how people talk about the safety,4969.92,1.759
of the vaccine well we're not talking,4971.679,1.841
science anymore many people think right,4973.52,2.08
i think that creates created its,4975.6,1.599
hesitancy,4977.199,1.921
the other thing i think the um,4979.12,2.4
the,4981.52,0.719
the hesitancy,4982.239,1.92
some politicians viewed it as a,4984.159,2.48
political,4986.639,1.121
as sort of like a political opportunity,4987.76,2.8
to sort of demonize people who were,4990.56,2.0
hesitant,4992.56,1.599
and that itself fueled hesitancy right,4994.159,2.48
like the if you're if you're telling me,4996.639,1.361
i'm a rube that just doesn't want the,4998.0,1.36
vaccine because i want everyone to die,4999.36,1.359
well i'm gonna i'm gonna react really,5000.719,1.92
negatively,5002.639,2.401
and if you're talking down to me,5005.04,2.48
about,5007.52,1.6
my legitimate,5009.12,1.599
you know sort of,5010.719,1.44
concerns about whether this vaccine's,5012.159,1.52
safe to i mean i've like heard from,5013.679,2.401
women who are thinking about getting,5016.08,1.119
pregnant should i take the vaccine i,5017.199,1.52
don't know i mean there are all kinds of,5018.719,1.44
questions,5020.159,0.961
legitimate questions that i think,5021.12,3.119
should have good data to answer that we,5024.239,1.761
don't necessarily have good data to,5026.0,1.12
answer so what do you do in the face of,5027.12,2.0
that,5029.12,0.96
well,5030.08,0.8
one reaction is to pretend like we we,5030.88,2.64
know for a fact that it's safe,5033.52,1.84
when we don't have the data to know for,5035.36,2.0
fact in that particular group with that,5037.36,1.279
particular set of clinical circumstances,5038.639,1.681
you know,5040.32,1.44
and that i think breeds hesitancy people,5041.76,2.16
can detect that um whereas if,5043.92,2.799
you just tell people you know i don't,5046.719,1.281
know,5048.0,1.199
yeah you deal with humility yeah you're,5049.199,1.761
gonna you're you'll end up with a better,5050.96,1.679
result,5052.639,1.841
let me ask you about i've recently had a,5054.48,2.0
conversation with the pfizer ceo,5056.48,3.04
this is,5059.52,2.4
part therapy session part advice because,5062.0,2.719
i again i really want,5064.719,3.52
us to get through this together and it,5068.239,1.761
feels like the division is a thing that,5070.0,1.84
uh prevents us from getting through this,5071.84,1.839
together,5073.679,1.52
and uh once again just like with francis,5075.199,2.881
collins a lot of people,5078.08,2.0
wrote to me,5080.08,2.0
words of support,5082.08,1.52
and a lot of people wrote to me words of,5083.6,2.639
criticism,5086.239,2.561
i'm trying to understand,5088.8,2.08
the nature of the criticism,5090.88,2.16
so some of the criticism had to do with,5093.04,3.199
against the vaccine and those kinds of,5096.239,1.841
things that i have a better,5098.08,1.68
understanding of,5099.76,2.32
but,5102.08,0.72
some kind of deep distrust,5102.8,2.56
of pfizer,5105.36,2.0
so,5107.36,1.04
um,5108.4,0.88
actually looking at uh big pharma,5109.28,2.56
broadly,5111.84,1.839
i'm trying to,5113.679,1.441
understand,5115.12,1.36
am i so naive,5116.48,3.04
that i just don't see it,5119.52,2.8
because yes there's corrupt people and,5122.32,2.399
they they're greedy they're flawed in,5124.719,2.801
all walks of life,5127.52,2.24
but uh companies,5129.76,2.8
do,5132.56,1.119
quite an incredible job of taking a good,5133.679,2.881
idea at the scale and making some money,5136.56,1.84
with that idea but they are the ones,5138.4,1.839
that achieve scale on a good idea,5140.239,3.041
i don't know,5143.28,1.439
it's not obvious to me i don't see,5144.719,3.121
where the manipulation is so the fear,5147.84,2.56
that people have and,5150.4,2.0
i talked to joe about this quite a bit i,5152.4,2.799
i think this is a legitimate fear and,5155.199,2.721
and a fury should often have that money,5157.92,2.799
has influenced disproportional influence,5160.719,2.401
especially in politics so the fear is,5163.12,2.64
that,5165.76,1.439
the policy,5167.199,1.361
of uh the vaccine was connected to the,5168.56,2.8
fact that,5171.36,1.2
lots of money could be made,5172.56,2.079
by manufacturing the vaccine,5174.639,2.801
and i understand that,5177.44,1.759
and i'm it's actually quite a heck of a,5179.199,1.921
difficult task to alleviate that concern,5181.12,3.28
like you really have to be a great man,5184.4,1.759
or woman or a leader to convince people,5186.159,2.961
that you're not full of that you're,5189.12,1.519
not just playing a game on them,5190.639,1.921
i don't know it's a it's a difficult,5192.56,2.159
task but at the same time i i really,5194.719,2.321
don't like the natural,5197.04,2.8
distrust every billionaire distrust,5199.84,2.56
everybody who's trying to make money,5202.4,1.68
because it feels like under a,5204.08,1.52
capitalistic system at least,5205.6,2.24
the the way to do a lot of good like to,5207.84,3.12
do good at scale in the world,5210.96,2.16
is by,5213.12,1.2
being at least in part motivated by the,5214.32,3.12
profit i mean i share your ambivalence,5217.44,1.6
right so on the one hand you have a a,5219.04,2.32
fantastic achievement the the the,5221.36,3.04
manufacture the discovery of the vaccine,5224.4,2.16
and then the manufacturing at scale,5226.56,2.24
so that,5228.8,1.359
you know billions of people can take the,5230.159,1.761
vaccine in a relatively short time that,5231.92,2.16
is a remarkable achievement that could,5234.08,1.84
not have happened without companies like,5235.92,2.4
pfizer,5238.32,1.6
um on the other hand the there is this,5239.92,2.4
sort of corrupting influence of that,5242.32,1.68
money,5244.0,1.199
uh uh just to give you one example uh,5245.199,2.0
there's a there's an enormous,5247.199,1.121
controversy over whether uh relatively,5248.32,2.399
inexpensive repurposed drugs can be used,5250.719,2.801
to treat the the the disease,5253.52,3.119
um,5256.639,1.681
none of no company like pfizer has any,5258.32,2.48
interest whatsoever in evaluating it,5260.8,2.08
even merck i think support was merck,5262.88,2.56
that,5265.44,1.12
had the patent on ivormectin,5266.56,2.32
uh now expired has no interest at all in,5268.88,2.88
checking to see if it works,5271.76,2.64
not only do they not have interest,5274.4,3.2
they have,5277.6,1.599
a way of talking about people who might,5279.199,2.96
have a little bit of interest,5282.159,2.241
that's again um fringe,5284.4,2.64
uh,5287.04,0.96
full of arrogance yeah,5288.0,2.239
and that that is what troubles me,5290.239,2.561
is there not a it's back to the play of,5292.8,2.24
science it's not they're not a bit of,5295.04,1.599
curiosity one okay one the natural,5296.639,2.721
curiosity of a human being that should,5299.36,1.6
always be there and an open mind is and,5300.96,2.48
second in the case of ivermectin and,5303.44,2.4
other things like that you have to,5305.84,2.0
acknowledge that there's a very large,5307.84,2.16
number of people,5310.0,1.44
who care about this topic and this is a,5311.44,2.799
way to inspire them to also play in the,5314.239,3.601
space of science to inspire them with,5317.84,1.6
science you can't just like dismiss,5319.44,2.239
everybody,5321.679,1.121
that uh you can't just dismiss people,5322.8,2.24
period yeah well i mean i think here,5325.04,2.0
here take ivermectin right there's,5327.04,1.44
actually a study,5328.48,2.0
funded by the nih by tony fauci's nia id,5330.48,3.759
and the nih,5334.239,1.281
um called active six,5335.52,2.639
that's,5338.159,0.801
a randomized trial of ivermectin,5338.96,3.679
it's due to be completed in march 2023,5342.639,4.481
so normally when you have uh private,5347.12,3.36
actors like these big,5350.48,1.759
drug companies that have no interest in,5352.239,2.48
conducting some kind of scientific,5354.719,1.44
experiment that would have some public,5356.159,1.281
benefit,5357.44,1.12
it's the job of the of the the,5358.56,1.76
government and in this case the nih to,5360.32,1.839
fund that kind of work the nih has been,5362.159,3.721
incredibly slow,5365.88,3.24
in its evaluations of these repurposed,5369.12,2.48
drugs,5371.6,1.2
and it's been left to lots of other,5372.8,1.68
private private private activities,5374.48,2.88
of uneven quality,5377.36,2.08
and hence that's why you have these,5379.44,1.44
these big fights,5380.88,1.359
because the data are not solid you're,5382.239,2.0
gonna have these big fights yeah but,5384.239,2.241
also okay forget the the process of,5386.48,2.64
science here the studies not enough,5389.12,2.8
effort being put into the studies just,5391.92,1.68
the way it's being communicated yeah no,5393.6,1.92
like horse pace i mean come on the fda,5395.52,2.639
put a tweet out telling people who are,5398.159,2.721
like,5400.88,0.799
they're taking iron mechanism because,5401.679,1.281
they've heard good things about it and,5402.96,1.199
they're sick and they're desperate and,5404.159,2.161
just call it horse pace was just that,5406.32,1.76
was that was terrible that was deeply,5408.08,2.159
responsible my hope um is grounded in,5410.239,3.041
the fact that young people see the the,5413.28,2.0
 of this young phd students,5415.28,2.399
graduate students young students in,5417.679,1.681
college they see,5419.36,2.08
the the,5421.44,2.719
less than stellar way that our,5424.159,2.161
scientific leaders and our political,5426.32,1.919
leaders are behaving and then the new,5428.239,1.681
generation will not repeat the mistakes,5429.92,2.239
of the past that is my hope because uh,5432.159,3.04
that that's the cool thing i see about,5435.199,1.601
young people is they they,5436.8,1.839
they're good at detecting and,5438.639,1.681
they they don't want to be part of that,5440.32,2.48
um that's my hope um in the space of,5442.8,2.64
science,5445.44,1.199
let me return to this idea of the great,5446.639,2.241
barrington declaration return to the,5448.88,2.48
beginning,5451.36,1.279
so um what are the basics can you,5452.639,2.241
describe what the great barrington,5454.88,1.52
declaration is what are some of the,5456.4,1.36
ideas in it you mentioned focused,5457.76,2.16
protection,5459.92,1.44
uh what are your concerns about,5461.36,2.0
lockdowns just paint the picture of this,5463.36,2.879
early proposal sure so uh the great,5466.239,2.161
painting declaration first why is it,5468.4,1.36
called great barrington declaration it,5469.76,1.68
sounds it's such a great name,5471.44,2.16
you,5473.6,0.88
i mean it just it's such an epic name,5474.48,2.239
but the the reason why it's called that,5476.719,1.841
is way less than epic it's it was it was,5478.56,2.4
because it the the conference um which,5480.96,3.04
is organized by martin kuldorf who's a,5484.0,1.76
was a professor at harvard university uh,5485.76,1.919
by a statistician he actually,5487.679,2.48
designed,5490.159,1.201
the the safety system the statistical,5491.36,2.24
system that the,5493.6,1.28
fda uses,5494.88,1.359
for,5496.239,0.801
tracking vaccine safety,5497.04,1.92
he,5498.96,0.719
and i had met previously just the summer,5499.679,2.641
before that summer,5502.32,2.319
and he invited me to come to this small,5504.639,2.401
conference where he was inviting me and,5507.04,1.679
sinatra gupta who was a professor of,5508.719,2.801
theoretical epidemiology at harvard,5511.52,2.159
at oxford university,5513.679,2.48
and i mean i jumped at the chance,5516.159,2.321
uh because i knew that martin and,5518.48,1.92
sinatra were both smarter than me and uh,5520.4,2.16
it would be fun to like talk about what,5522.56,2.0
uh what the right strategy would be,5524.56,2.56
on the drive in i didn't know what the,5527.12,2.16
name of the town was and i asked as they,5529.28,2.959
said was great barrington i had in the,5532.239,1.681
back of my head,5533.92,1.36
um martin and i arrived a little early,5535.28,2.16
and we were writing an op-ed about some,5537.44,2.239
of the ideas i hope we get to talk about,5539.679,1.281
very soon um about focus protection and,5540.96,3.04
the right strategy and uh when sinetra,5544.0,2.719
arrived we realized we actually come,5546.719,2.161
basically to the same place about the,5548.88,1.52
right,5550.4,0.88
way to deal with the epidemic,5551.28,2.48
um and i i thought well why don't we put,5553.76,2.479
issue why don't we write something like,5556.239,1.761
the port hearing statement that was what,5558.0,1.679
i had that in the back of my head yes,5559.679,1.681
and i'm like well what's the name of,5561.36,1.52
this town again it was great barrington,5562.88,1.759
yeah so it's not barrington,5564.639,2.08
it's great bear it's which is fantastic,5566.719,2.241
right,5568.96,1.04
it's so over the top that it's perfect,5570.0,2.719
it's it's,5572.719,1.041
literally like the big bang,5573.76,1.919
there's something about these,5575.679,1.04
over-the-top fun titles that just really,5576.719,2.321
deliver them,5579.04,1.44
so that's why that's my my main,5580.48,1.28
contribution was the word is the title,5581.76,1.84
the name great barrington decor um but,5583.6,2.32
yeah so it was it was kind of uh so the,5585.92,1.84
and the the idea is actually,5587.76,2.32
while the title is great um and i think,5590.08,2.159
that it was written in a very stylish,5592.239,1.361
way,5593.6,0.8
um it's you know like it's a go it's,5594.4,1.839
less than a page you can go look online,5596.239,1.92
and read it it's written written for,5598.159,2.641
not for scientists but for the general,5600.8,1.839
public so people can understand the,5602.639,1.52
ideas really simply,5604.159,2.641
but it is not actually a radical set of,5606.8,2.24
ideas it actually represents the old,5609.04,1.92
pandemic plans,5610.96,1.759
that we've used for century,5612.719,2.401
dealing with other similar pandemics,5615.12,3.119
um and and there's it's twofold uh first,5618.239,3.201
let me talk about the science it rests,5621.44,1.68
on and then i'll talk about the plan,5623.12,1.76
the science actually some of what we,5624.88,1.279
already talked about uh there's this,5626.159,2.0
massive age gradient in the risk of,5628.159,2.721
coven infection older people face much,5630.88,2.0
higher risk than younger people,5632.88,2.72
the second bit of science is all that's,5635.6,1.92
not controversial right that even if you,5637.52,1.6
think the ifr is 0.7 or or or 0.2 no,5639.12,2.88
matter what everyone thinks everyone,5642.0,1.679
agrees on this age gradient,5643.679,2.881
the second bit of science is also not,5646.56,1.52
controversial,5648.08,2.159
the lockdown focused policies that we,5650.239,2.081
followed,5652.32,1.04
have absolutely devastating consequences,5653.36,2.96
on the health of the population,5656.32,3.52
let me just give you some examples uh,5659.84,2.16
and this is this was known in october of,5662.0,1.52
2020 we wrote it right so um the un was,5663.52,3.04
sounding alarms that there would be,5666.56,3.04
tens of millions of people who would,5669.6,2.639
starve as a consequence of the economic,5672.239,2.4
dislocation caused by the lockdowns,5674.639,2.641
and that's come to pass,5677.28,1.439
hundreds of thousands of children in,5678.719,2.081
places like south asia dead from,5680.8,1.76
starvation,5682.56,2.639
as a consequence of lockdowns,5685.199,3.121
um,5688.32,0.879
the the the the uh uh,5689.199,2.801
priorities like,5692.0,2.0
the treatment of patients with,5694.0,1.119
tuberculosis,5695.119,1.52
in poor countries stopped,5696.639,2.321
because of lockdowns,5698.96,2.08
uh,5701.04,0.88
childhood vaccinations of,5701.92,2.0
measles rubella,5703.92,1.92
dpt diphtheria so on pertussis tetanus,5705.84,3.44
all those standard vaccination campaigns,5709.28,2.72
stopped,5712.0,1.199
tens of millions of children skipping,5713.199,2.161
these doses,5715.36,1.44
for diseases that are actually deadly,5716.8,2.0
for them,5718.8,1.6
is there just a on a small tangent,5720.4,3.04
is it well understood to you what are,5723.44,2.48
the mechanisms that stop all those,5725.92,1.759
things because of lockdowns is it some,5727.679,2.0
aspect of supply chain is it just,5729.679,2.081
literally because,5731.76,1.359
hospital doors are closed,5733.119,1.921
is it because there's a disincentive to,5735.04,2.48
go outside by people even when they,5737.52,2.08
deeply need help it's all of the above,5739.6,2.639
uh but a lot of those efforts especially,5742.239,2.081
especially those like vaccination,5744.32,1.12
efforts are funded and run by what,5745.44,3.279
western efforts like gavi is a,5748.719,2.561
i think it's a gates funded thing,5751.28,1.28
actually that produce provides vaccines,5752.56,2.559
for you know millions of kids worldwide,5755.119,2.961
and those efforts were scaled back,5758.08,3.039
malaria prevention efforts so in the,5761.119,2.321
developing world it was a devastating,5763.44,2.56
effect these lockdowns um there was also,5766.0,2.48
direct effects like in india the,5768.48,2.159
uh the lockdowns when they first,5770.639,1.761
instituted there was an order that 10,5772.4,2.56
million migrant workers,5774.96,2.239
who live in big cities and they live,5777.199,2.0
hand-to-mouth they buy you know coconuts,5779.199,2.721
they sell the coconuts with the money,5781.92,1.68
they buy food for themselves and,5783.6,1.36
coconuts for the next day to sell um,5784.96,3.199
walk back to their villages or get or,5788.159,2.08
get go back to their villages then,5790.239,2.321
overnight so 10 million people walking,5792.56,2.4
back to their villages or taking a train,5794.96,1.6
back a thousand died on route,5796.56,2.4
