Text,Start Time,Duration
they're the blueprint that actually,3306.82,2.01
makes the gun this is a form of,3308.83,2.88
technology that this court or any court,3311.71,2.34
for that matter has ever countenance,3314.05,1.68
it's a technology that can build an,3315.73,2.7
object and it's in that way it's,3318.43,2.64
important to understand exactly what the,3321.07,2.13
GV PA regulates you see the axe plain,3323.2,2.61
language limits its scope to a subset of,3325.81,2.61
CAD files or computer code those that,3328.42,2.7
can automatically print an operational,3331.12,2.31
gun in other words your honors the GV PA,3333.43,2.4
does not regulate firearm design files,3335.83,3.0
or CAD files that simply depict virtual,3338.83,3.18
guns it only applies to those that can,3342.01,2.7
automatically create and produce an,3344.71,2.67
operational firearm those that are ready,3347.38,1.86
ensure that sounds nice but as I,3349.24,2.91
understand it it can't you just don't,3352.15,3.96
take of CAD,3356.11,3.35
script put it into the computer and the,3359.46,3.3
gun comes out of the computer as I,3362.76,3.6
understand it you have to adjust the,3366.36,3.75
program to a particular preacher you,3370.11,2.97
have to change the printing mechanism to,3373.08,2.25
do the slices and then you have to,3375.33,3.03
provide the raw materials and all sorts,3378.36,2.91
of other steps have to be taken before,3381.27,2.31
the gun produces it doesn't come out of,3383.58,2.43
the cat wholesale Your Honor we would,3386.01,2.73
disagree with that description of the,3388.74,1.41
technology it is true that individuals,3390.15,3.3
might have to put the puzzle pieces of,3393.45,1.62
the gun together or purchase the raw,3395.07,1.44
materials but it is not true that CAD,3396.51,3.45
files with ready instructions encoded,3399.96,2.61
within them can be published on the,3402.57,2.04
internet those files are available and,3404.61,2.13
in fact a domestic abuser names just two,3406.74,2.34
years ago downloaded one of these files,3409.08,2.13
and there's no evidence in the record to,3411.21,1.83
suggest that there was any slicing,3413.04,1.71
needed and in fact well he only as I,3414.75,2.58
understood it used a CAD part in a,3417.33,5.01
completed gun he didn't use the whole,3422.34,2.9
certainly Your Honor I it is possible,3425.24,2.95
for these CAD files to print parts but,3428.19,2.25
the contention here as chief justice,3430.44,2.16
sotomayor you mentioned is that the,3432.6,1.56
files are require a number of steps and,3434.16,3.15
we would disagree with that contention,3437.31,1.38
while they do require some steps there,3438.69,2.31
are CAD files that unlike firearm design,3441.0,3.33
files which do not have instructions to,3444.33,1.65
a 3d printer there are files that do,3445.98,2.4
have instructions to a 3d printer and,3448.38,1.68
would enable a young child or a domestic,3450.06,2.79
user or a felon to very easily print,3452.85,2.82
their very own gun in the comfort of,3455.67,2.1
their own home it still isn't this is a,3457.77,1.47
content-based restriction this is saying,3459.24,2.37
you cannot publish to the Internet,3461.61,2.01
upload files that provide information,3463.62,1.73
that can be accessed and read and,3465.35,3.64
understood by a user albeit with a,3468.99,2.7
functional aspect to it but we don't,3471.69,2.85
like content-based restrictions,3474.54,1.79
generally you have to satisfy strict,3476.33,2.5
scrutiny and you know the record,3478.83,3.3
suggested that such files and,3482.13,4.16
alternative CAD programs and related,3486.29,3.25
programs have been available for quite a,3489.54,1.8
while,3491.34,0.61
that Ames is the only jurisdiction that,3491.95,3.22
is banning their uploading to the,3495.17,1.77
Internet and what I need you to explain,3496.94,3.57
to me why the state is a compelling,3500.51,1.47
interest that is narrowly tailored in,3501.98,2.299
restricting the transfer of this,3504.279,2.621
information in the way that the statute,3506.9,2.04
does certainly your honor I'll adjust,3508.94,2.399
the first part of your question noting,3511.339,2.071
that this might be a content-based,3513.41,1.199
regulation and we would reject that,3514.609,1.47
contention under read a content-based,3516.079,2.341
regulation is content-based if it,3518.42,1.77
regulates based off of the idea or the,3520.19,2.129
message expressed and that's not what,3522.319,1.951
the GV PA does here the gvp a regulation,3524.27,2.759
says don't don't upload a diagram of a,3527.029,6.81
gun how is that not an idea well your,3533.839,4.891
honor under the plain text of the,3538.73,1.139
statute the statute does not say that an,3539.869,2.311
individual cannot upload a diagram of,3542.18,1.98
the gun of a gun it simply indicates,3544.16,2.369
that an individual cannot upload onto,3546.529,2.25
the internet available to the public a,3548.779,2.491
diagram of a gun that can automatically,3551.27,2.67
produce a firearm a diagram that has,3553.94,2.099
instructions that would enable somebody,3556.039,2.31
to automatically print a firearm that,3558.349,1.77
functional component is vitally,3560.119,1.95
important to the narrow tailoring of the,3562.069,1.71
GV PA to justice karna justice karna to,3563.779,2.671
your point and in that way it's,3566.45,2.369
important also to recognize that in,3568.819,2.581
contradiction of petitioners statement,3571.4,1.86
Ames is not the only state to have,3573.26,2.49
prohibited the publishing of these files,3575.75,2.21
New Jersey recently prohibited the,3577.96,2.44
publishing of these 3d printable gun,3580.4,2.01
files and for that matter over the past,3582.41,2.52
five years the publishing of these files,3584.93,2.909
has actually been illegal under a,3587.839,2.28
nationwide injunction presented in the,3590.119,1.831
defense distributed cases that has only,3591.95,1.95
become illegal in August furthermore,3593.9,2.58
since those files have been allowed to,3596.48,3.9
be uploaded legally after the Trump,3600.38,2.699
administration has allowed for them to,3603.079,2.22
be uploaded over 20 states including,3605.299,2.941
California Washington North Carolina and,3608.24,2.339
a number a number of others who,3610.579,2.01
understand that the uploading of these,3612.589,1.77
3d printable gun files poses a threat to,3614.359,2.821
both public safety and got any - are you,3617.18,4.23
agreeing though that we have a,3621.41,1.11
content-based restriction on speed,3622.52,2.5
no your honor why not we don't believe,3625.02,3.03
this is a content-based restriction,3628.05,1.2
because it it regulates based off of the,3629.25,3.12
functionality of the file but but what,3632.37,2.22
the statute says is you may not publish,3634.59,3.15
over the internet digital instructions,3637.74,2.37
in the form of CAD files or other,3640.11,2.31
computer code code is communication,3642.42,3.15
files or communication digital,3645.57,3.0
instructions are communication and it's,3648.57,2.4
a particular kind of instruction or,3650.97,2.64
communication that is regulated here I,3653.61,1.89
don't understand why that is in a,3655.5,1.53
content-based restriction as to which we,3657.03,2.28
apply strict scrutiny well your honor in,3659.31,2.52
the first instance we'd argue that this,3661.83,1.74
speech if it is to be categorized as,3663.57,2.31
speech by this Court should actually be,3665.88,2.07
unprotected by the First Amendment,3667.95,1.62
because it is integral to criminal,3669.57,1.83
conduct under this course jurisprudence,3671.4,1.86
in Gibbon II and thus the content-based,3673.26,1.68
angry need not even come up I'm sorry,3674.94,2.34
what's intricate there is no unless,3677.28,4.02
there's a law and aims that you can't,3681.3,2.37
possess a firearm in your home what's,3683.67,3.39
illegal about having a CAD created gun,3687.06,5.67
in your home your honor under Section,3692.73,3.36
922 D of the Federal firearm statute,3696.09,2.49
there's a restriction on the,3698.58,2.19
indiscriminate distribution of guns to,3700.77,2.28
individuals they cannot legally own them,3703.05,1.74
there's also a restriction across not,3704.79,2.69
that's certain convicted felons can't,3707.48,4.09
own them yes sir a normal unconvicted,3711.57,4.25
person myself sitting in my home can I,3715.82,4.93
own a gun yes your honor I would presume,3720.75,3.51
so if I were to take this CAD program,3724.26,4.56
and create a gun,3728.82,2.31
other than this law would I be breaking,3731.13,3.66
any other law you would not your honor,3734.79,2.76
and we believe that the G V so why is,3737.55,2.07
this an instrumentality of a crime of,3739.62,2.73
criminal conduct it's the person who,3742.35,3.03
uses it illegally who's committing the,3745.38,3.03
crime it's not the program committing,3748.41,2.4
the crime well your honor we believe the,3750.81,2.13
internet is important to distinguish,3752.94,1.59
here because on the internet there are,3754.53,3.21
proximately by our calculations about,3757.74,1.59
one in every four persons are prohibited,3759.33,2.55
from owning a firearm on those who have,3761.88,2.13
access to the Internet and under Federal,3764.01,1.95
Firearms ovulation we have one out of,3765.96,2.28
four Internet users or convicted felons,3768.24,2.61
I know your honor but children are also,3770.85,1.92
prohibited from owning handguns those,3772.77,2.37
handguns that petitioner wishes to put,3775.14,2.49
freely on online and we would argue,3777.63,2.7
what's the source of that statement Oh,3780.33,2.25
your honor,3782.58,0.78
according to recent census data there,3783.36,1.89
are about 75 to 80 million children in,3785.25,2.25
the u.s. who have internet access and,3787.5,1.95
there are a number about 5 to 6 million,3789.45,4.169
felons and that's not even counting,3793.619,2.271
those citizens as whose non-citizens who,3795.89,3.55
are here in the United States who cannot,3799.44,1.23
own a gun so your argument is that,3800.67,1.68
because there are people who are not,3802.35,2.7
allowed we'll just call them bad people,3805.05,1.68
or people who are too young can't have,3806.73,2.85
this that the people lawful people,3809.58,2.28
should be deprived access why is it that,3811.86,2.64
just quintessential over breath Your,3814.5,3.24
Honor we don't think that the lawful,3817.74,1.32
individuals who can own this gun are,3819.06,2.51
deprived of access the gvp a we'd argue,3821.57,3.52
does not is not a total ban on 3d,3825.09,2.85
printable gun files it allows for,3827.94,1.65
private communications and as justice,3829.59,2.07
Elrod you noted it even allows for a,3831.66,2.31
website to be posted and information to,3833.97,2.19
be disseminated to let people know that,3836.16,2.64
if they want these files they can,3838.8,1.41
distribute them privately but not,3840.21,1.74
publicly in an area where children and,3841.95,2.43
felons can download these files at a,3844.38,2.94
whim if they want to and possess a 3d,3847.32,3.9
printable gun well so why isn't it that,3851.22,2.399
you didn't regulate that activity why a,3853.619,4.621
total ban rather than one that says if,3858.24,2.7
you're going to share a file you have to,3860.94,2.85
have that person identify themselves,3863.79,2.3
Your Honor we think in the context of,3866.09,2.5
gun regulations it's important to have,3868.59,2.01
both preventive and remedial measures,3870.6,2.06
this court in the federal federal,3872.66,2.949
firearm regulations have recognized this,3875.609,2.01
not only banning the distribution of,3877.619,2.461
guns generally and also not simply,3880.08,3.029
requiring registration of firearms after,3883.109,2.641
they're given to from a federal firearm,3885.75,2.369
dealer to an individual but they put in,3888.119,1.981
place a federal background,3890.1,1.169
check the GV PA acts like that federal,3891.269,2.46
background check in that it is a,3893.729,1.55
preventative basis speech so if you,3895.279,3.82
can't be you can't chill per protected,3899.099,3.3
speech you have to be left to Taylor,3902.399,2.31
well Your Honor we do believe that this,3904.709,1.71
is narrowly tailored in that it does not,3906.419,1.95
touch all firearm design files it had,3908.369,2.22
touches a specific subset and if this,3910.589,2.31
Court were to grant full speech,3912.899,2.01
protection and thus reject the integral,3914.909,2.19
to criminal conduct argument that we,3917.099,1.71
submit we believe that it would it's,3918.809,2.22
important for the doctrine the First,3921.029,2.31
Amendment doctrine that this Court has,3923.339,1.44
proffered and read that that doctrine be,3924.779,4.26
adapted to deal with the intricacies of,3929.039,2.73
this new technology most of them I have,3931.769,2.371
is that although you're talking to me,3934.14,3.689
about various needs of the state the law,3937.829,3.45
is written isn't even satisfying one of,3941.279,3.03
those needs because is your adversary,3944.309,2.85
correct that someone can put this cat on,3947.159,4.71
a website or offer it and as long as,3951.869,3.0
someone privately emails them for it,3954.869,2.1
they can share it we do believe that,3956.969,2.61
would be allowed under the GV PA your,3959.579,2.4
honor so if it allows that what is the,3961.979,5.79
ban accomplishing your honor the ban is,3967.769,2.4
accomplishing something that occurred,3970.169,1.711
and aims just two years ago and other,3971.88,2.75
other instances where individuals who,3974.63,4.239
would like to have these files at a,3978.869,2.04
moment's notice can get them it also,3980.909,2.04
disables all that gentlemen would have,3982.949,1.86
had to do was to write to the petitioner,3984.809,4.17
and ask him for a copy of the CAD and,3988.979,2.19
that would have been perfectly legal,3991.169,1.32
your honor we think the delay here is,3992.489,2.07
important in the context of gun laws the,3994.559,2.49
narrow tailoring is sufficient here,3997.049,2.25
because it doesn't burden substantially,3999.299,2.46
more speech that is then is necessary,4001.759,2.34
for example the GV PA could have been,4004.099,1.74
written to cover those files without,4005.839,2.041
instructions to a 3d printer but the,4007.88,2.759
aims legislature decided to narrowly,4010.639,1.71
tailored statute so that it wouldn't,4012.349,2.22
confront the issues posed by the First,4014.569,2.01
Amendment doctrine but we do argue that,4016.579,2.58
the First Amendment doctrine needs to be,4019.159,1.56
changed in the context of this new type,4020.719,1.8
of speech if this Court were to grant,4022.519,2.101
protection to 3d printable gun files so,4024.62,2.19
you're saying you can delay what for 48,4026.81,2.34
hours for 72 you can delay speech rights,4029.15,2.82
for a certain time periods we don't,4031.97,1.62
allow the delay of First Amendment,4033.59,3.54
rights for time periods a or other,4037.13,2.13
fundamental rights except under very,4039.26,2.94
limited circumstances certainly Your,4042.2,3.57
Honor this Court made that point clear,4045.77,1.38
in part Nikki stated that there are some,4047.15,2.07
rare occasions in which a law,4049.22,1.95
suppressing one-party speech may be,4051.17,1.86
justified by an interest in deterring,4053.03,2.04
criminal conduct by another and we think,4055.07,2.22
in the context where a file like the 3d,4057.29,4.56
printable gun file that you hear can,4061.85,1.92
automatically produce a firearm that is,4063.77,3.0
the rare scenario that we have here and,4066.77,2.49
for that reason we urge this court to do,4069.26,2.79
what it did in Denver and and carpenter,4072.05,2.43
and adjust its president in the face of,4074.48,1.92
technology that we've never seen before,4076.4,2.1
in Carpinteria this Court stated firmly,4078.5,2.37
that when confronting new concerns,4080.87,2.16
wrought by digital technology,4083.03,1.65
this Court has strayed away from,4084.68,1.44
uncritically applying its prior,4086.12,1.68
precedent and for that reason we urge,4087.8,2.1
this court to understand that this,4089.9,2.58
speech if it is to be categorised speech,4092.48,2.28
is entirely different from any type of,4094.76,2.88
speech that this Court has seen before,4097.64,1.67
but if this court were to move on and,4099.31,2.74
not adapt its precedent in applying,4102.05,1.8
intermediate scrutiny to 3d printable,4103.85,2.009
gun files that are based on the,4105.859,2.011
functionality of the file rather than,4107.87,2.13
the idea our message is expressed we do,4110.0,2.52
think that we need to have produced a,4112.52,1.919
minute please,4114.439,0.63
in assessing whether you've shown a that,4115.069,4.651
this law is necessary given the First,4119.72,1.889
Amendment concerns that my colleagues,4121.609,2.551
have have raised I was struck by the,4124.16,3.36
points made by your adversary about the,4127.52,2.28
easy availability of 80 percent guns,4129.8,3.45
that can be assembled that are basically,4133.25,1.92
sold in a modular fashion and that can,4135.17,2.67
be put together they wouldn't escape,4137.84,3.99
metal detectors I suppose to that extent,4141.83,2.01
they would be somewhat less worrisome,4143.84,2.16
but are readily available at the,4146.0,2.97
circumvent the state of aims,4148.97,1.65
registration system altogether we need,4150.62,2.46
to take that ready availability into,4153.08,2.76
account in assessing the,4155.84,1.629
whether you've shown that this is a,4157.469,2.76
necessary regulation in your overall gun,4160.229,2.969
control approach I don't believe so,4163.198,2.611
justice Carney although there might be,4165.809,2.28
one loophole in Ames's regulatory scheme,4168.089,2.25
that does not permit the allowance of,4170.339,2.581
another loophole the GV PA was enacted,4172.92,2.939
to close one loophole and the aims,4175.859,1.86
legislature much like the New Jersey,4177.719,1.83
Legislature can if it wants closed the,4179.549,3.42
80% receiver loop but but this but this,4182.969,2.85
loophole has First Amendment,4185.819,1.98
implications whereas the other one,4187.799,1.26
doesn't and that's why I'm asking,4189.059,1.29
whether there can be a closer tailoring,4190.349,2.84
there certainly would be required if,4193.189,2.68
this Court were to categorize 3d,4195.869,1.98
printable gun files as speech a need for,4197.849,2.19
closer closer tailoring and we do,4200.039,1.98
believe that the GV PA meets that need,4202.019,1.651
because it is unlike statutes that this,4203.67,2.79
Court has recently struck down as,4206.46,2.279
unconstitutional under both intermediate,4208.739,2.13
and strict scrutiny for example in,4210.869,1.92
packing ham this court noted that the,4212.789,1.741
statute there was vague because it left,4214.53,3.049
sex offenders and those subject to the,4217.579,3.04
statute in purgatory not knowing whether,4220.619,3.75
they could access sites like Amazon or,4224.369,1.681
Facebook here the statute is clear it,4226.05,2.489
cabins its language its plain text to,4228.539,2.58
specific files those with instructions,4231.119,2.4
that can automatically print a firearm,4233.519,1.801
it also allows for alternative methods,4235.32,2.159
of communication through email private,4237.479,2.731
messaging and others those do you lose,4240.21,1.59
if we think this is content-based no,4241.8,3.569
your on each restriction no your honor,4245.369,2.61
we do not assume it is content-based,4247.979,2.31
how do you meet scrutiny well your honor,4250.289,3.48
in the first instance if this is,4253.769,1.381
facially content-based we believe the,4255.15,1.56
secondary effects doctrine can be used,4256.71,2.489
in order to send this regulation we,4259.199,2.371
never use that doctrine outside of adult,4261.57,3.98
businesses and and I'm not quite sure I,4265.55,3.969
understand how we would apply it to this,4269.519,3.151
situation that there is a portion of the,4272.67,2.79
population that might illegally use this,4275.46,3.36
gun there still a portion that won't,4278.82,4.25
certainly so in the secondary effects,4283.07,3.779
content,4286.849,1.361
there's the existence of secondary,4288.21,2.31
effects that actually insist exists that,4290.52,3.48
justify a state regulation but why would,4294.0,4.77
that doctrine apply here I see my time,4298.77,2.46
is expired if your honor would allow I,4301.23,1.65
will answer as quickly as possible we,4302.88,2.25
believe the secondary effects doctrine,4305.13,1.56
is applicable here although it's only,4306.69,1.529
been it's only been used to uphold a,4308.219,2.431
statute in the adult business concept,4310.65,2.46
context it has not been captained to,4313.11,1.53
that area this Court has analyzed,4314.64,2.19
secondary effects under Rav and boos V,4316.83,3.12
Barry and it is exactly necessary here,4319.95,3.03
because the G V P is justified by crime,4322.98,1.89
prevention a secondary effects aimed at,4324.87,3.599
secondary effects like crime prevention,4328.469,1.641
your honor for these reasons we would,4330.11,2.379
urge that this court affirm the lower,4332.489,1.711
court ruling thank you,4334.2,3.11
petitioners you have three minutes of,4337.34,4.87
rebuttal are you addressing both issues,4342.21,7.68
are just your issue yes your honor I,4349.89,1.71
have one point on each issue I would,4351.6,1.98
like to begin with the Second Amendment,4353.58,1.29
issue again before this court the state,4354.87,3.39
does not really make an argument for why,4358.26,2.64
the law the restriction on girls is,4360.9,1.98
right to bear arms would pass strict,4362.88,1.44
scrutiny and to get into intermediate,4364.32,1.919
scrutiny and they rely on this notion,4366.239,1.441
that Heller split the Second Amendment,4367.68,2.22
right into a core and a non core but I,4369.9,2.67
would like to read a brief bit of that,4372.57,2.04
part of Heller at page 66 35 of that,4374.61,2.49
opinion it said that the Second,4377.1,1.71
Amendment is the very product of an,4378.81,1.47
interest balancing by the people and,4380.28,1.53
whatever else it leaves the future,4381.81,1.65
evaluation,4383.46,0.84
it surely evaluates above all sir pardon,4384.3,2.7
me I surely elevates above all other,4387.0,1.86
interests the right of law-abiding,4388.86,1.56
responsible citizens to use arms and,4390.42,2.37
defense of hearth and home and the state,4392.79,2.19
reads this to create a sort of tear or,4394.98,1.739
tranche system who anybody who's not a,4396.719,1.921
law-abiding responsible citizen doesn't,4398.64,2.099
have the full second Amendment right but,4400.739,2.011
in context it's clear Justice Scalia,4402.75,1.56
Justice Scalia was simply responding to,4404.31,1.83
Justice Breyer on the question of,4406.14,1.68
whether the interest of persons like,4407.82,2.01
Heller could be elevated over the,4409.83,1.71
state's constitutional interests so that,4411.54,1.98
says nothing about whether others,4413.52,1.56
interests are similarly diminished as,4415.08,3.51
the state says that it should be here,4418.59,1.8
and in,4420.39,0.7
your adversary is making a slightly,4421.09,5.31
different more nuanced argument his,4426.4,3.089
argument is not that there's a tear in,4429.489,2.21
constitutional rights but that the,4431.699,2.65
source of the state's power comes from a,4434.349,3.33
different source and that the source of,4437.679,3.17
prohibiting felons from possessing,4440.849,2.89
firearms comes from the police source,4443.739,3.141
the First Amendment on the other hand is,4446.88,3.37
not a part of the policing power it's,4450.25,3.06
part of the marketplace of ideas to,4453.31,2.429
which even felons participates because,4455.739,4.051
they contribute and so if you view it,4459.79,3.9
that way how does what remains of your,4463.69,3.509
two-tier argument Your Honor I think I,4467.199,3.601
would disagree that the state's argument,4470.8,1.62
as to the tearing portion really looks,4472.42,2.37
to that felon non felon distinction but,4474.79,2.429
in either event both the state's reading,4477.219,1.561
of Heller and the theory you've,4478.78,1.319
articulated but runs afoul of the,4480.099,3.12
principle this court articulated in,4483.219,1.891
McDonald that the Second Amendment is a,4485.11,1.68
fundamental right and it should not be,4486.79,2.46
treated cannot be treated indeed as a,4489.25,1.949
second class way turning to the First,4491.199,2.311
Amendment point with my remaining time,4493.51,1.56
the state again today as it did in its,4495.07,2.25
papers relies on a narrowing,4497.32,1.47
construction of this statute indeed it,4498.79,2.01
does not defend the constitutionality of,4500.8,1.439
the law beyond that interpretation and,4502.239,2.221
we think that interpretation presents,4504.46,2.04
its own constitutional concerns namely,4506.5,2.55
it would be a real chilling concern the,4509.05,1.98
state would read its statute to regulate,4511.03,2.04
just some computer-aided design files,4513.07,2.069
even though its text plainly,4515.139,1.921
criminalizes and imposes a 5-year jail,4517.06,2.22
sentence on the publication of,4519.28,1.709
computer-aided design files the,4520.989,1.98
regulated community here is we submit in,4522.969,1.741
our reply brief understands that phrase,4524.71,2.07
to be the kind of files that do need,4526.78,1.859
alteration before a 3d printer can,4528.639,1.531
understand them and therefore even the,4530.17,1.739
state's narrowing construction raises,4531.909,1.681
constitutional concerns of its own and,4533.59,1.589
for these reasons we ask that the court,4535.179,1.651
reverse thank you,4536.83,3.44
we are will retire to delivery,4543.39,5.07
[Music],4554.87,3.19
[Music],4588.83,3.23
all rise please have a seat,4627.689,23.43
well before we announce the winners and,4655.02,3.49
I don't know what the normal protocol is,4658.51,2.16
the three of us want to make a few,4660.67,2.46
statements so we figured after we,4663.13,2.76
announce who won the rest of you,4665.89,3.24
wouldn't be interested in sticking,4669.13,1.2
around I said well take advantage well,4670.33,5.1
the last time I was at Ames Finals was,4675.43,3.89
1991 before some of you were born I,4679.32,2.65
guess and this was a bad night for me,4681.97,4.83
because we lost it was a good night in,4686.8,3.03
many many respects and I learned a lot,4689.83,2.37
but we did not win but interestingly,4692.2,3.66
enough we had three judges on our panel,4695.86,3.06
we had justice Souter we had judge Taha,4698.92,4.56
and we had judge Patrick Higginbotham,4703.48,4.47
from the fifth circuit and the reason I,4707.95,2.34
tell you this is that it was a,4710.29,1.74
two-to-one split decision and judge,4712.03,3.0
Patrick Higginbotham wanted it to be,4715.03,2.16
known that he had voted for our team and,4717.19,3.44
which was which was I was happy about,4720.63,3.16
that but what I was really happy was,4723.79,2.81
that in 2007 I was named to succeed,4726.6,5.8
judge Patrick Higginbotham on the 5th,4732.4,3.06
circuit,4735.46,2.6
so I and I get to work with him still,4742.06,3.13
now all the time because he's a very,4745.19,1.86
active judge on our court but I tell you,4747.05,2.85
that so if you lose tonight you could,4749.9,3.0
replace one of us said answer and I and,4752.9,5.04
I hope you do and hope you do well I,4757.94,2.07
want to thank you this you you could all,4760.01,2.79
do this for a living you should know,4762.8,2.04
that and be proud of the work that your,4764.84,2.52
team has done the briefing and the,4767.36,1.95
argument superb the problem is a superb,4769.31,4.05
timely problem it is certainly not moot,4773.36,2.97
in the first sense of the definition and,4776.33,3.75
I want to also express appreciation to,4780.08,2.73
the members of the BSA who worked,4782.81,1.77
tirelessly and a Vaughn Smith who was,4784.58,2.43
working here back when I was here and,4787.01,2.31
has observed our this school for 40,4789.32,2.01
years so thank you,4791.33,2.9
well I did not argue here but I was,4802.219,3.101
intimidated by this room and it's nice,4805.32,3.75
to be sitting on the bench as opposed to,4809.07,1.649
there yet this has been so much fun the,4810.719,4.231
problem was really wonderfully crafted,4814.95,1.71
it had so many interesting issues and,4816.66,2.43
really challenging issues for both sides,4819.09,1.95
I loved reading your briefs and hearing,4821.04,2.429
you tonight you were so poised and ready,4823.469,2.791
to parry with us whatever we threw your,4826.26,2.4
way you didn't lose a beat you responded,4828.66,3.87
you didn't lean on the bench and roll,4832.53,2.34
your eyes at a dumb question you just,4834.87,2.19
were patient and you all did really a,4837.06,3.03
fantastic job and it was really just a,4840.09,1.95
pleasure to be here questioning you and,4842.04,3.81
hearing the the fruits of your very hard,4845.85,3.66
work overtime Harvard Law School is,4849.51,2.85
doing a good job and you're doing a,4852.36,1.29
really good job so congratulations to,4853.65,1.95
you,4855.6,2.119
it's hard enough to do these arguments,4862.86,4.03
when they're real when they're not,4866.89,3.15
McCourt's so you might wonder why do we,4870.04,3.78
do them and we can tell you that we're,4873.82,3.14
altruistic that we don't want to help,4876.96,2.28
our alma mater z' and,4879.24,2.26
help students I admit the truth every,4881.5,6.12
time I come to one of these and I see,4887.62,3.06
the extraordinary performances of the,4890.68,3.36
students at these exercises it fills me,4894.04,4.32
with hope about the future it shows me,4898.36,3.99
that you are being trained to think and,4902.35,3.35
to respond in extraordinarily loyally,4905.7,5.46
professional ways and that you carry in,4911.16,3.61
your hands our future in a really good,4914.77,4.56
way so I come here for you to give me,4919.33,4.02
hope and so it's selfish of me I really,4923.35,6.06
was incredibly impressed with each and,4929.41,2.85
every one of you you were prepared,4932.26,3.33
you knew your case you didn't let us,4935.59,2.58
rattle you you had thought through your,4938.17,4.23
strategy of presentation you stuck to it,4942.4,2.91
you did everything we want a,4945.31,2.13
well-prepared lawyer to do thank you,4947.44,5.93
the hardest part of this exercise for us,4960.37,3.61
is the judging because it's always so,4963.98,4.08
close it's usually a hair apart between,4968.06,4.62
the two teams just like tonight and we,4972.68,3.42
end up voting on little things that most,4976.1,3.06
people in the audience would really,4979.16,2.28
rightly call insignificant but when you,4981.44,3.66
have two so evenly matched teams you got,4985.1,4.08
to break the tie somehow and so we found,4989.18,3.57
little things to break it on but I do,4992.75,2.73
want to say that it wasn't from a lack,4995.48,3.15
of superb performance by each and every,4998.63,3.24
one of you having said that it was,5001.87,5.34
interesting this exercise it was and,5007.21,3.81
what I found so wonderful about it is,5011.02,2.82
these are cases that are going to come,5013.84,2.1
through the courts,5015.94,0.99
they are wending their way through the,5016.93,2.46
courts right now the first issue on on,5019.39,5.37
these CAD designs as one of you pointed,5024.76,4.08
out new jersey has a similar law and,5028.84,3.15
that's already in the courts with,5031.99,3.6
respect to the second issue it was one,5035.59,3.03
that was raised by a cert petition if,5038.62,2.28
not a year two years ago and so it's,5040.9,3.81
down there percolating whether the fact,5044.71,3.72
scenario that arises before us will be,5048.43,2.55
identical to yours or not I don't know,5050.98,3.17
but each side had stronger arguments on,5054.15,6.1
one question weaker arguments on another,5060.25,2.39
and it was a really well-done exercise,5062.64,3.99
having said all of that please remember,5066.63,3.07
that by choosing a winner of each,5069.7,3.57
category it should mean nothing to the,5073.27,3.03
person we haven't chosen you perform,5076.3,2.88
just as well the difference was a slice,5079.18,6.41
I couldn't help that best arles Matt,5087.79,7.86
Scott ciao,5095.65,2.839
best brief petitioner the grace Murray,5111.57,3.55
hopper memorial team,5115.12,3.41
and best team overall petitioner,5124.33,5.39
I echo my thanks to all of the Eames,5144.489,5.271
teammates who worked so hard to put this,5149.76,3.669
together to all the faculty and judges,5153.429,3.54
who were a part of the various stages of,5156.969,2.67
the competition to all the participants,5159.639,3.11
this kind of teamwork is something that,5162.749,2.95
stays with you for life,5165.699,1.5
judge Elrod told you her story but she's,5167.199,3.781
absolutely right those who weren't,5170.98,2.909
chosen tonight will be sitting in very,5173.889,3.781
important positions some day and,5177.67,2.099
remember her story thank you all for a,5179.769,3.211
wonderful evening,5182.98,2.57
you,5209.03,2.06
you,5216.87,2.06
